female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
0.0,0.0,0.2,0.0,0.0,2.0,6.0,1.0,0.36,0.0,0.89880955,0.0,1.0
1.0,0.0,0.3,0.0,1.0,2.0,1.0,0.0,0.37,0.0,0.7647059,0.0,1.0
1.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.3,0.0,0.5294118,0.0,1.0
1.0,0.0,0.34,0.0,1.0,2.0,1.0,0.0,0.34,0.0,0.8117647,0.0,1.0
1.0,0.0,0.26,1.0,1.0,2.0,2.0,0.0,0.42,0.0,0.75,0.0,1.0
0.0,0.0,0.08,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0.11111111,0.0,1.0
0.0,0.0,0.29,0.0,1.0,1.0,2.0,0.0,0.3,0.0,0.53333336,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,2.0,0.0,0.38,0.0,0.934375,0.0,1.0
0.0,0.0,0.31,0.0,0.0,2.0,6.0,0.0,0.34,0.0,0.92121214,0.0,1.0
0.0,0.0,0.26,1.0,1.0,1.0,1.0,0.0,0.29,0.0,0.66785717,0.0,1.0
0.0,0.0,0.29,0.0,1.0,2.0,1.0,0.0,0.32,0.0,0.9166667,0.0,1.0
1.0,0.0,0.3,0.0,1.0,2.0,2.0,0.0,0.36,0.0,0.94375,0.0,1.0
0.0,0.0,0.3,0.0,1.0,1.0,1.0,0.0,0.41,0.0,0.65217394,0.0,1.0
0.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.32,0.0,0.47445256,0.0,1.0
0.0,1.0,0.31,0.0,1.0,2.0,1.0,0.0,0.38,0.0,0.824,0.0,1.0
1.0,0.0,0.04,0.0,0.0,1.0,3.0,0.0,0.2,0.0,0.48507464,0.0,1.0
0.0,0.0,0.22,0.0,0.0,2.0,4.0,0.0,0.28,0.0,0.9230769,0.0,1.0
0.0,0.0,0.25,0.0,1.0,2.0,4.0,0.0,0.25,0.0,0.5555556,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.29,0.0,0.5753846,0.0,1.0
1.0,0.0,0.37,0.0,0.0,1.0,2.0,0.0,0.49,1.0,0.91558444,0.0,0.0
0.0,0.0,0.24,0.0,1.0,2.0,1.0,0.0,0.33,0.0,0.8894737,0.0,1.0
0.0,0.0,0.21,0.0,1.0,1.0,2.0,0.0,0.45,0.0,0.8015873,0.0,1.0
0.0,0.0,0.35,0.0,0.0,2.0,1.0,0.0,0.41,1.0,0.92258066,1.0,0.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.35,0.0,0.83870965,0.0,1.0
0.0,0.0,0.3,0.0,1.0,3.0,2.0,0.0,0.35,0.0,0.3508772,0.0,1.0
0.0,0.0,0.07,1.0,1.0,2.0,1.0,0.0,0.08,0.0,0.7329843,0.0,1.0
0.0,0.0,0.25,0.0,0.0,2.0,1.0,0.0,0.25,0.0,0.5037037,0.0,1.0
0.0,0.0,0.15,0.0,1.0,2.0,1.0,0.0,0.48,0.0,0.7266667,0.0,1.0
0.0,0.0,0.01,1.0,1.0,2.0,1.0,0.0,0.36,0.0,1.4651163,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,1.0,0.0,0.32,0.0,0.8405797,0.0,1.0
0.0,0.0,0.2,0.0,1.0,2.0,1.0,0.0,0.27,0.0,0.84388185,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,0.0,0.34,0.0,0.79310346,0.0,1.0
0.0,0.0,0.3,0.0,0.0,2.0,6.0,1.0,0.33,0.0,0.78467155,0.0,1.0
0.0,0.0,0.33,0.0,1.0,2.0,1.0,1.0,0.28,0.0,0.62857145,0.0,1.0
0.0,0.0,0.26,0.0,1.0,1.0,2.0,0.0,0.34,0.0,0.8988764,0.0,1.0
0.0,0.0,0.36,0.0,0.0,2.0,1.0,0.0,0.37,0.0,0.7561644,0.0,1.0
0.0,0.0,0.26,0.0,0.0,2.0,4.0,0.0,0.3,0.0,0.7345679,0.0,1.0
0.0,0.0,0.33,0.0,1.0,2.0,1.0,0.0,0.36,0.0,0.68877554,0.0,1.0
0.0,0.0,0.1998,1.0,1.0,4.0,3.0,0.0,0.35509998,0.0,0.50143266,0.0,1.0
0.0,0.0,0.19,1.0,0.0,2.0,2.0,0.0,0.25,0.0,0.73142856,0.0,1.0
0.0,0.0,0.13,0.0,1.0,1.0,4.0,0.0,0.14,0.0,0.34965035,0.0,1.0
0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.44,0.0,0.41666666,0.0,1.0
0.0,0.0,0.3,0.0,1.0,2.0,1.0,0.0,0.45,0.0,1.1481482,0.0,1.0
0.0,0.0,0.26,1.0,1.0,2.0,1.0,0.0,0.37,0.0,0.80246913,0.0,1.0
0.0,0.0,0.3,0.0,1.0,1.0,1.0,0.0,0.34,0.0,0.7974026,0.0,1.0
0.0,0.0,0.1675,0.0,1.0,3.0,3.0,0.0,0.27040002,0.0,0.78698224,0.0,1.0
0.0,0.0,0.23,0.0,1.0,2.0,2.0,0.0,0.23,0.0,0.6353591,0.0,1.0
0.0,0.0,0.29,0.0,0.0,2.0,1.0,0.0,0.34,0.0,0.9465649,0.0,1.0
1.0,0.0,0.26,0.0,0.0,2.0,2.0,0.0,0.33,0.0,0.72789115,0.0,1.0
1.0,0.0,0.2697,0.0,0.0,2.0,1.0,0.0,0.375,0.0,0.78571427,0.0,1.0
0.0,0.0,0.32459998,0.0,1.0,1.0,1.0,0.0,0.3357,0.0,0.7736842,0.0,1.0
0.0,0.0,0.00085,0.0,1.0,2.0,1.0,0.0,0.2779,0.0,0.62857145,0.0,1.0
0.0,0.0,0.12,0.0,1.0,1.0,1.0,0.0,0.41,0.0,0.4888889,0.0,1.0
0.0,0.0,0.3015,0.0,1.0,1.0,1.0,0.0,0.36290002,0.0,0.51666665,0.0,1.0
0.0,0.0,0.22559999,0.0,1.0,2.0,1.0,0.0,0.30879998,0.0,0.7823529,0.0,1.0
0.0,0.0,0.282,0.0,1.0,2.0,1.0,0.0,0.366,0.0,0.7185185,0.0,1.0
1.0,0.0,0.2579,0.0,0.0,2.0,1.0,0.0,0.3149,0.0,0.8759124,0.0,1.0
0.0,0.0,0.2033,0.0,1.0,1.0,1.0,0.0,0.2752,0.0,0.8095238,0.0,1.0
0.0,0.0,0.2,0.0,1.0,1.0,3.0,0.0,0.35,0.0,0.503876,0.0,1.0
0.0,0.0,0.26770002,0.0,0.0,2.0,1.0,0.0,0.3327,0.0,0.71428573,0.0,1.0
0.0,0.0,0.26,0.0,1.0,3.0,3.0,0.0,0.32,0.0,0.46948355,0.0,1.0
0.0,0.0,0.2585,0.0,1.0,1.0,1.0,0.0,0.2642,1.0,0.78333336,1.0,0.0
0.0,0.0,0.17819999,0.0,1.0,1.0,2.0,0.0,0.3397,1.0,0.5,0.0,0.0
1.0,0.0,0.17819999,0.0,1.0,1.0,2.0,0.0,0.3397,1.0,0.5,0.0,0.0
0.0,0.0,0.2802,0.0,1.0,2.0,1.0,0.0,0.36060002,0.0,0.7185185,0.0,1.0
0.0,0.0,0.202,1.0,1.0,1.0,1.0,0.0,0.3768,0.0,0.884058,0.0,1.0
0.0,1.0,0.278,0.0,1.0,2.0,2.0,0.0,0.301,0.0,0.86153847,0.0,1.0
0.0,0.0,0.54,0.0,0.0,2.0,4.0,0.0,0.54,0.0,0.75,0.0,1.0
0.0,0.0,0.337,0.0,1.0,2.0,4.0,0.0,0.35099998,0.0,0.62349397,0.0,1.0
0.0,0.0,0.271,0.0,0.0,2.0,6.0,0.0,0.38900003,0.0,0.91923076,0.0,1.0
1.0,0.0,0.32,1.0,1.0,3.0,6.0,0.0,0.43,1.0,0.7940447,0.0,0.0
0.0,0.0,0.43,1.0,1.0,2.0,2.0,1.0,0.43,1.0,0.798005,0.0,0.0
0.0,0.0,0.05,0.0,1.0,1.0,6.0,0.0,0.15,0.0,0.65806454,0.0,1.0
0.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.34,0.0,0.8958333,0.0,1.0
1.0,0.0,0.21,0.0,0.0,1.0,2.0,0.0,0.31,0.0,0.7,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,2.0,0.0,0.37,0.0,0.9113924,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.31,0.0,0.8832117,0.0,1.0
0.0,0.0,0.2,0.0,1.0,2.0,1.0,0.0,0.3,0.0,0.8947368,0.0,1.0
0.0,0.0,0.16,0.0,1.0,1.0,1.0,0.0,0.16,0.0,0.20304568,0.0,1.0
0.0,0.0,0.23,0.0,1.0,2.0,1.0,0.0,0.36,0.0,0.8432836,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.36,0.0,0.73421055,0.0,1.0
0.0,0.0,0.3,0.0,1.0,2.0,1.0,0.0,0.4,0.0,0.69536424,0.0,1.0
0.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.37,0.0,0.84158415,0.0,1.0
0.0,0.0,0.22,1.0,1.0,1.0,1.0,0.0,0.28,0.0,0.47368422,0.0,1.0
0.0,0.0,0.35,0.0,1.0,2.0,5.0,1.0,0.43,0.0,0.5147059,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,1.0,0.36,0.0,0.863388,0.0,1.0
0.0,0.0,0.24,1.0,1.0,2.0,1.0,0.0,0.24,0.0,0.63106793,0.0,1.0
0.0,0.0,0.47,1.0,1.0,1.0,1.0,0.0,0.47,0.0,0.6510791,0.0,1.0
0.0,1.0,0.08,0.0,0.0,2.0,4.0,0.0,0.08,0.0,0.6438356,0.0,1.0
0.0,0.0,0.23,0.0,1.0,1.0,1.0,0.0,0.24,0.0,0.56666666,0.0,1.0
0.0,0.0,0.21,0.0,1.0,2.0,1.0,0.0,0.22,0.0,0.65317917,0.0,1.0
0.0,0.0,0.12,0.0,1.0,1.0,1.0,0.0,0.14,0.0,0.32,0.0,1.0
0.0,0.0,0.16,0.0,1.0,1.0,1.0,0.0,0.21,0.0,0.2892562,0.0,1.0
0.0,0.0,0.29,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6294964,0.0,1.0
0.0,0.0,0.207,0.0,0.0,2.0,1.0,0.0,0.21020001,1.0,0.78333336,0.0,0.0
0.0,0.0,0.3323,0.0,1.0,1.0,1.0,0.0,0.39450002,0.0,0.14769231,0.0,1.0
1.0,0.0,0.26,0.0,0.0,2.0,1.0,0.0,0.3,0.0,0.625,0.0,1.0
0.0,0.0,0.29,0.0,1.0,2.0,2.0,0.0,0.36,0.0,0.8,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,2.0,0.0,0.28,0.0,0.5510204,0.0,1.0
0.0,0.0,0.24,0.0,1.0,2.0,1.0,0.0,0.26,0.0,0.796875,0.0,1.0
0.0,0.0,0.21,0.0,0.0,2.0,2.0,0.0,0.28,0.0,0.6888889,0.0,1.0
0.0,0.0,0.198,1.0,1.0,1.0,2.0,0.0,0.3044,0.0,0.32894737,0.0,1.0
0.0,0.0,0.2876,0.0,1.0,1.0,2.0,0.0,0.3136,0.0,0.30674848,0.0,1.0
0.0,0.0,0.2634,0.0,1.0,2.0,5.0,0.0,0.3023,0.0,0.7619048,0.0,1.0
0.0,0.0,0.1762,0.0,1.0,1.0,2.0,0.0,0.19950001,0.0,0.45333335,0.0,1.0
1.0,0.0,0.1722,0.0,1.0,2.0,6.0,0.0,0.2745,0.0,0.71428573,0.0,1.0
0.0,0.0,0.312,0.0,0.0,2.0,3.0,0.0,0.318,1.0,0.8029197,0.0,0.0
1.0,0.0,0.23799999,0.0,1.0,1.0,6.0,0.0,0.45,0.0,0.6,0.0,1.0
0.0,0.0,0.18090001,0.0,1.0,1.0,1.0,0.0,0.35689998,0.0,0.7,0.0,1.0
0.0,0.0,0.24299999,0.0,0.0,1.0,1.0,0.0,0.254,0.0,0.6635071,0.0,1.0
1.0,0.0,0.22850001,0.0,0.0,2.0,1.0,0.0,0.24059999,0.0,0.4,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,0.0,0.28,0.0,0.33870968,0.0,1.0
0.0,0.0,0.32599998,1.0,0.0,1.0,5.0,0.0,0.4168,1.0,1.1824324,0.0,0.0
0.0,0.0,0.3886,0.0,0.0,3.0,2.0,0.0,0.3886,1.0,0.6272727,0.0,0.0
0.0,0.0,0.22540002,0.0,1.0,2.0,2.0,0.0,0.34080002,1.0,0.73142856,0.0,0.0
0.0,0.0,0.21,0.0,0.0,2.0,1.0,0.0,0.27,0.0,0.8319328,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.35,1.0,0.88439304,0.0,0.0
0.0,0.0,0.29,0.0,1.0,2.0,1.0,0.0,0.35,0.0,0.5503876,0.0,1.0
0.0,0.0,0.23,0.0,0.0,2.0,3.0,0.0,0.32,0.0,0.8,0.0,1.0
1.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.32,1.0,0.8,0.0,0.0
0.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.37,0.0,0.904,0.0,1.0
1.0,1.0,0.26,0.0,0.0,2.0,6.0,1.0,0.35,0.0,0.90229887,0.0,1.0
1.0,1.0,0.32,0.0,0.0,2.0,6.0,1.0,0.44,0.0,0.90434784,0.0,1.0
1.0,1.0,0.29,0.0,1.0,2.0,6.0,1.0,0.4,0.0,0.892562,0.0,1.0
0.0,1.0,0.27,0.0,0.0,2.0,1.0,0.0,0.29,0.0,0.71428573,0.0,1.0
1.0,1.0,0.27,0.0,0.0,2.0,5.0,1.0,0.41,0.0,0.952,0.0,1.0
0.0,1.0,0.22,0.0,1.0,2.0,3.0,0.0,0.25,0.0,0.8333333,0.0,1.0
1.0,0.0,0.23,0.0,0.0,1.0,5.0,0.0,0.4,0.0,0.8,0.0,1.0
0.0,1.0,0.26,1.0,1.0,2.0,5.0,1.0,0.43,0.0,0.9104478,0.0,1.0
0.0,1.0,0.26,0.0,1.0,2.0,6.0,1.0,0.41,0.0,0.89944136,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,5.0,0.0,0.49,0.0,0.88188976,0.0,1.0
0.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.41,0.0,0.79389316,0.0,1.0
0.0,0.0,0.26,1.0,1.0,4.0,2.0,0.0,0.26,0.0,0.63716817,0.0,1.0
1.0,0.0,0.23,0.0,0.0,2.0,6.0,1.0,0.367,1.0,0.8046875,0.0,0.0
0.0,0.0,0.39,0.0,0.0,2.0,1.0,0.0,0.39,0.0,0.21505377,0.0,1.0
0.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.37,0.0,0.625,0.0,1.0
0.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.33,0.0,0.02,0.0,1.0
0.0,0.0,0.26,0.0,1.0,2.0,3.0,0.0,0.28,0.0,0.78125,0.0,1.0
1.0,0.0,0.31,0.0,0.0,2.0,1.0,0.0,0.36,0.0,0.78125,0.0,1.0
0.0,0.0,0.32,0.0,1.0,1.0,2.0,0.0,0.35,0.0,0.6563107,0.0,1.0
0.0,0.0,0.25,0.0,1.0,2.0,1.0,0.0,0.32,0.0,0.78014183,0.0,1.0
0.0,0.0,0.23,0.0,1.0,2.0,1.0,0.0,0.38,0.0,0.2,0.0,1.0
0.0,0.0,0.29,0.0,1.0,2.0,1.0,0.0,0.35,0.0,0.8472222,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,0.0,0.36,0.0,0.5472637,0.0,1.0
0.0,0.0,0.25,0.0,1.0,2.0,1.0,0.0,0.25,0.0,0.64041096,0.0,1.0
0.0,1.0,0.34,0.0,0.0,2.0,2.0,0.0,0.47,0.0,0.88188976,0.0,1.0
0.0,0.0,0.13,0.0,1.0,2.0,6.0,0.0,0.18,1.0,0.78571427,0.0,0.0
1.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.29,0.0,0.7386364,0.0,1.0
0.0,0.0,0.24,0.0,1.0,2.0,1.0,0.0,0.25,0.0,0.65697676,0.0,1.0
0.0,0.0,0.2,0.0,1.0,2.0,2.0,0.0,0.26,0.0,0.60714287,0.0,1.0
0.0,0.0,0.23,0.0,1.0,2.0,2.0,0.0,0.29,0.0,0.3950178,0.0,1.0
0.0,0.0,0.22,1.0,0.0,2.0,1.0,0.0,0.29,0.0,0.7172414,0.0,1.0
0.0,0.0,0.27,0.0,0.0,2.0,2.0,0.0,0.27,0.0,0.7403315,0.0,1.0
0.0,0.0,0.24,0.0,0.0,1.0,1.0,0.0,0.29,0.0,0.6345178,0.0,1.0
0.0,1.0,0.21,0.0,1.0,2.0,2.0,1.0,0.21,1.0,0.61290324,0.0,0.0
0.0,0.0,0.44,1.0,1.0,3.0,6.0,0.0,0.95,0.0,0.5470588,0.0,1.0
0.0,0.0,0.2,0.0,1.0,2.0,1.0,0.0,0.25,0.0,0.9302326,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,2.0,0.0,0.22,0.0,0.61744964,0.0,1.0
0.0,0.0,0.29,0.0,1.0,1.0,1.0,0.0,0.37,0.0,0.70229006,0.0,1.0
1.0,0.0,0.27,0.0,1.0,2.0,2.0,0.0,0.4,0.0,0.91851854,0.0,1.0
0.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.29,0.0,0.6969697,0.0,1.0
0.0,0.0,0.24,0.0,0.0,2.0,1.0,0.0,0.36,1.0,1.0,0.0,0.0
0.0,0.0,0.21,0.0,0.0,2.0,1.0,0.0,0.32,0.0,0.7303371,0.0,1.0
0.0,0.0,0.24,1.0,1.0,2.0,2.0,0.0,0.38,0.0,0.4347826,0.0,1.0
0.0,0.0,0.37,1.0,1.0,1.0,2.0,0.0,0.37,1.0,0.6532663,0.0,0.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.4,0.0,0.64016736,0.0,1.0
0.0,0.0,0.1,0.0,0.0,2.0,2.0,0.0,0.24,0.0,0.5714286,0.0,1.0
0.0,0.0,0.27,1.0,1.0,1.0,2.0,0.0,0.37,0.0,0.40145984,0.0,1.0
0.0,0.0,0.18,0.0,0.0,2.0,2.0,0.0,0.35,0.0,0.8029197,0.0,1.0
0.0,0.0,0.07,0.0,1.0,1.0,2.0,0.0,0.41,0.0,0.78688526,0.0,1.0
0.0,0.0,0.33,0.0,1.0,2.0,2.0,0.0,0.41,0.0,0.6666667,0.0,1.0
0.0,1.0,0.32,0.0,0.0,2.0,4.0,0.0,0.32,0.0,0.75409836,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,1.0,0.0,0.34,0.0,0.904,0.0,1.0
0.0,0.0,0.3,0.0,0.0,2.0,2.0,0.0,0.39,0.0,0.8394161,0.0,1.0
1.0,0.0,0.218,0.0,1.0,2.0,5.0,0.0,0.239,0.0,0.1627907,0.0,1.0
0.0,0.0,0.262,1.0,1.0,2.0,1.0,0.0,0.33099997,0.0,0.40625,0.0,1.0
0.0,0.0,0.33099997,0.0,0.0,1.0,6.0,0.0,0.355,0.0,0.5555556,0.0,1.0
0.0,0.0,0.27290002,0.0,1.0,2.0,5.0,0.0,0.4089,0.0,0.896,0.0,1.0
0.0,0.0,0.054,0.0,0.0,1.0,1.0,0.0,0.165,0.0,0.102564104,0.0,1.0
0.0,0.0,0.231,0.0,1.0,2.0,1.0,0.0,0.307,0.0,0.49122807,0.0,1.0
0.0,0.0,0.22600001,0.0,1.0,1.0,1.0,0.0,0.235,0.0,0.6798246,0.0,1.0
0.0,0.0,0.288,0.0,1.0,2.0,1.0,0.0,0.313,0.0,0.55309737,0.0,1.0
0.0,0.0,0.183,0.0,0.0,2.0,2.0,0.0,0.266,0.0,0.66935486,0.0,1.0
0.0,0.0,0.231,1.0,1.0,2.0,4.0,0.0,0.231,0.0,0.74766356,0.0,1.0
0.0,0.0,0.203,0.0,1.0,2.0,1.0,0.0,0.304,0.0,0.5787037,0.0,1.0
0.0,0.0,0.289,0.0,1.0,1.0,1.0,0.0,0.347,0.0,0.5228216,0.0,1.0
0.0,0.0,0.346,1.0,0.0,2.0,1.0,0.0,0.35099998,0.0,0.48476455,0.0,1.0
0.0,0.0,0.244,0.0,1.0,2.0,1.0,1.0,0.32099998,0.0,0.94520545,0.0,1.0
0.0,0.0,0.22799999,0.0,1.0,1.0,1.0,0.0,0.38099998,0.0,0.55364805,0.0,1.0
0.0,0.0,0.304,0.0,0.0,2.0,2.0,0.0,0.472,1.0,0.8695652,0.0,0.0
0.0,1.0,0.345,0.0,0.0,4.0,6.0,0.0,0.425,1.0,0.95135134,0.0,0.0
0.0,0.0,0.315,0.0,1.0,1.0,1.0,0.0,0.319,0.0,0.7983871,0.0,1.0
1.0,0.0,0.0699,1.0,0.0,2.0,5.0,0.0,0.0699,0.0,0.48076922,0.0,1.0
0.0,0.0,0.341,0.0,1.0,2.0,4.0,0.0,0.341,0.0,0.93877554,0.0,1.0
0.0,0.0,0.287,0.0,1.0,2.0,1.0,0.0,0.349,0.0,0.20408164,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.338,0.0,0.864,0.0,1.0
0.0,1.0,0.273,0.0,1.0,2.0,1.0,0.0,0.396,0.0,0.79812205,0.0,1.0
0.0,0.0,0.27899998,1.0,0.0,1.0,1.0,0.0,0.39,0.0,0.8,0.0,1.0
0.0,0.0,0.23799999,0.0,0.0,2.0,1.0,0.0,0.275,0.0,0.7106599,0.0,1.0
1.0,0.0,0.2382,0.0,0.0,2.0,5.0,0.0,0.3105,0.0,0.80263156,0.0,1.0
0.0,0.0,0.36200002,0.0,0.0,2.0,5.0,0.0,0.468,0.0,0.7837838,0.0,1.0
0.0,1.0,0.2613,1.0,1.0,1.0,1.0,0.0,0.3886,0.0,0.7431694,0.0,1.0
0.0,0.0,0.177,0.0,1.0,1.0,1.0,0.0,0.24200001,0.0,0.1891892,0.0,1.0
0.0,0.0,0.536,1.0,1.0,1.0,1.0,0.0,0.692,0.0,0.7894737,0.0,1.0
0.0,1.0,0.32900003,0.0,1.0,2.0,6.0,0.0,0.576,1.0,0.89928055,0.0,0.0
0.0,0.0,0.19469999,0.0,1.0,2.0,1.0,0.0,0.3541,0.0,0.75,0.0,1.0
1.0,1.0,0.475,0.0,0.0,2.0,6.0,0.0,0.479,1.0,0.9519231,0.0,0.0
0.0,0.0,0.311,0.0,1.0,1.0,1.0,0.0,0.35599998,0.0,0.7508772,0.0,1.0
1.0,1.0,0.169,0.0,0.0,2.0,1.0,0.0,0.363,1.0,0.8611111,1.0,0.0
0.0,1.0,0.175,0.0,1.0,1.0,1.0,0.0,0.264,0.0,0.3548387,0.0,1.0
1.0,0.0,0.096999995,0.0,0.0,1.0,1.0,0.0,0.173,0.0,0.3488372,0.0,1.0
0.0,0.0,0.274,0.0,1.0,2.0,1.0,0.0,0.365,0.0,0.859375,0.0,1.0
0.0,0.0,0.276,0.0,0.0,1.0,1.0,0.0,0.405,0.0,0.7935657,0.0,1.0
0.0,0.0,0.088,0.0,1.0,1.0,1.0,0.0,0.252,0.0,0.78205127,0.0,1.0
1.0,1.0,0.23799999,0.0,0.0,2.0,4.0,0.0,0.248,0.0,0.68,0.0,1.0
1.0,0.0,0.37,0.0,0.0,2.0,1.0,0.0,0.39099997,0.0,0.27906978,0.0,1.0
1.0,0.0,0.283,0.0,0.0,2.0,4.0,0.0,0.283,0.0,0.5959596,0.0,1.0
0.0,0.0,0.277,0.0,0.0,2.0,1.0,0.0,0.304,0.0,0.65217394,0.0,1.0
0.0,1.0,0.053000003,0.0,1.0,4.0,6.0,0.0,0.055999998,0.0,0.8,0.0,1.0
1.0,0.0,0.375,0.0,0.0,2.0,1.0,0.0,0.384,0.0,0.8,0.0,1.0
0.0,0.0,0.447,0.0,0.0,2.0,6.0,0.0,0.584,1.0,0.75460124,0.0,0.0
0.0,0.0,0.261,0.0,0.0,2.0,1.0,0.0,0.26299998,0.0,0.7907743,0.0,1.0
1.0,0.0,0.25059998,0.0,0.0,2.0,1.0,0.0,0.2527,0.0,0.6666667,0.0,1.0
0.0,0.0,0.284,0.0,1.0,2.0,1.0,0.0,0.316,0.0,0.8015267,0.0,1.0
0.0,0.0,0.316,0.0,0.0,2.0,1.0,0.0,0.35799998,0.0,0.875,0.0,1.0
0.0,0.0,0.299,0.0,1.0,2.0,1.0,0.0,0.36900002,0.0,0.79452056,0.0,1.0
0.0,0.0,0.207,0.0,0.0,2.0,1.0,0.0,0.222,0.0,0.75,0.0,1.0
0.0,0.0,0.168,0.0,0.0,1.0,6.0,0.0,0.253,0.0,0.66451615,0.0,1.0
1.0,0.0,0.16600001,0.0,1.0,2.0,6.0,0.0,0.184,0.0,0.5764706,0.0,1.0
0.0,0.0,0.33,0.0,0.0,2.0,1.0,0.0,0.4,0.0,0.88709676,0.0,1.0
0.0,0.0,0.24,0.0,0.0,1.0,1.0,0.0,0.34,0.0,0.79310346,0.0,1.0
0.0,0.0,0.0904,0.0,0.0,2.0,6.0,1.0,0.3037,1.0,0.8,0.0,0.0
0.0,0.0,0.19,1.0,1.0,2.0,1.0,0.0,0.41,0.0,0.7018868,0.0,1.0
0.0,0.0,0.18,0.0,0.0,2.0,6.0,1.0,0.18,1.0,1.0,0.0,0.0
0.0,0.0,0.27,1.0,1.0,2.0,2.0,0.0,0.4,0.0,0.7111111,0.0,1.0
1.0,0.0,0.31,0.0,0.0,2.0,2.0,0.0,0.31,0.0,0.77697843,0.0,1.0
0.0,0.0,0.34,0.0,1.0,2.0,1.0,0.0,0.53,0.0,0.4632353,0.0,1.0
0.0,0.0,0.2658,0.0,0.0,2.0,2.0,0.0,0.32580003,0.0,0.7898089,0.0,1.0
0.0,0.0,0.24790001,0.0,0.0,1.0,1.0,0.0,0.39240003,0.0,0.61333334,0.0,1.0
0.0,0.0,0.1934,0.0,1.0,2.0,1.0,0.0,0.2251,0.0,0.35874438,0.0,1.0
0.0,0.0,0.2385,0.0,1.0,1.0,1.0,1.0,0.38169998,0.0,0.7754237,0.0,1.0
0.0,1.0,0.2275,0.0,0.0,2.0,1.0,0.0,0.3375,0.0,0.902439,0.0,1.0
1.0,0.0,0.16,0.0,0.0,1.0,2.0,0.0,0.16,0.0,0.9117647,0.0,1.0
1.0,1.0,0.3,0.0,0.0,2.0,4.0,0.0,0.3,1.0,1.1111112,0.0,0.0
0.0,0.0,0.08,1.0,0.0,1.0,1.0,0.0,0.1,0.0,0.5479452,0.0,1.0
0.0,0.0,0.12,0.0,1.0,1.0,3.0,0.0,0.2,0.0,0.9391892,0.0,1.0
0.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.08,0.0,0.72864324,0.0,1.0
0.0,0.0,0.06,1.0,0.0,1.0,2.0,0.0,0.1,0.0,0.7832898,0.0,1.0
0.0,1.0,0.07,0.0,1.0,1.0,2.0,0.0,0.17,0.0,1.2246376,0.0,1.0
0.0,0.0,0.21,0.0,0.0,2.0,1.0,0.0,0.29,0.0,0.7977528,0.0,1.0
0.0,0.0,0.33,0.0,0.0,2.0,2.0,0.0,0.37,0.0,0.9220779,0.0,1.0
1.0,0.0,0.32,0.0,0.0,2.0,1.0,0.0,0.36,0.0,0.6814815,0.0,1.0
0.0,0.0,0.17,0.0,1.0,2.0,2.0,0.0,0.25,0.0,0.89285713,0.0,1.0
0.0,0.0,0.32,0.0,1.0,2.0,6.0,1.0,0.36,1.0,0.8,0.0,0.0
0.0,0.0,0.36,0.0,1.0,2.0,1.0,0.0,0.39,0.0,0.8909091,0.0,1.0
0.0,0.0,0.31,0.0,0.0,2.0,2.0,0.0,0.38,0.0,0.7753623,0.0,1.0
